,0 
533," i stay much hyatt i'm sure i go back anytim soon. the staff profession helpful. our room close 4 stars; however, fell littl short. it realli time remodel bathroom. the toilet older flaw design close lid flush. i'm germ freak anything; however, i realli want constantli touch anyth toilet i to. the hotel fulli book teen convent (fccla) unfortun anyon els suffer it. the nois night everi direction. the way describ everi room around us slumber party. come back dinner one night took twenti minut us get room due traffic. with littl supervis kid would cut line get elev would jump floor mention teen go floor floor visit one another, absolut ridiculous. the lobbi hyatt night complet zoo. dure second night i final enough call complain told hotel fulli awar situat realli anyth could do. ...read"
534," the locat hotel great, right river michigan ave. almost everyth within walk distance. at price, though, given 4 star hotel, expect better walls. our room connect room side lock doors. the sound room came loud clear. we heard one neighbor make busi deal phone (he clearli speak loudly), neighbor midnight yell scream came back drunk. we ask quiet (i expect work young drunks) call security, nothing. i complet annoy noise, especi expens busi hotel one. unless chicago party, get drunk, get sleep, i stay here."
535," i travel often busi hotel rank low list. the room strong odor smoke, gave headach (and i use smoker)! the room servic mediocr extrem expensive. the hotel disturbingli huge. veri difficult navig way around it. i wait hold twenti minut ask concierg pharmaci located. she curtli gave cross-street name hung up. uhhhhh, i know direct go in??? stain carpet room. a big gaug wall, mayb thermostat was??? the shower decent. all all, price charge, no thanks!!! i'm glad compani foot bill."
536," i arriv friend alreadi visit nearbi art gallery. they put name reserv told get key front desk i arrived. the front desk staff gave key room i put stuff away went meet group. we return late night i soon realiz room friend room i place stuff afternoon. we went speak front desk. we met ""we can't anyth right due hour. we disrupt guest stay room say left stuff in."" unacceptable!!! my $1500 laptop thing i brought room! not mistake! finally, argu head secur 30 minutes, knock door room i left belong ladi answered. she upset state secur take item room afternoon. all belong recov secur room; however, hullabaloo could avoid commun situation! terrible, terribl custom service. they sent apolog letter, champagne, chocol cover strawberri room. although i appreci gesture, still excus fact argu continu say ""we can't anyth it."""
537," stay currently. had aspir sleep. the paper thin wall allow even slightest peep neighbor feel like right bed them. couldn't sleep anyway cheap, giant fluffi pillows. call housekeeping, ask help...wa simpli accomodatingli told, plea help, could they, would abil suppli reason pillow? complet answer hang up: ""we not."" hyatt, may well execut servic lead demise. happi"
538," thi hotel busi oper way beyond means. incompet service. hotel ran hot water 9am saturday. elev slow, wait 10 minut given event. red line train ran everi 10 minut beneath citi street hear thunder room shouldnt keep awak night. use stay toward nw airlin bonu points. bar ok. one cup coffe servic awful. no free wireless free cabl channels. fridg 25 buck day use. with http://hotels.com re got 65 buck tax expect.?.... locat superb cab servic conveni enough outweigh negatives."
539, we issu housekeep hotel manag handl well. they subject brief staff strike inform guest fact fail tell us strike room never cleaned. after 4 call sever hour abl get clean towels. overal servic check poor reportedli 4 star hotel.
540," love locat proxim everything. the staff friendli courteous. they nice 2.5 year old boy. got backpack full goodi moment arrived. we got free wifi morn drink sign select guest program . can't beat that! minor issu elevator. take 2 separ elev trip get room. it got littl annoy go often. otherwise, great stay!"
541," the omni chosen locat whichwork perfectly. the bed wond everyth seem fairli clean ...until...i sat tub...ther black mold soap holder, crack wall tile, tile overhang tub complet around toilet bowl. needless say i drain tub took shower...i realli care showers. oh yes...th toilet leak well...th staff help i disappointed. i travel extens think i return. need color copi busi meet printer broken, man busi center took jump drive anoth part hotel, print present deliv room. they try! we book onlin weekend packag got room 10th floor view window anoth building...but much."
542," i stay omni years. on business, person trips. thi trip start quit rocky, left un-impressed. 1) be aware, new polici charg debit card $55 per day ""incidentals"" *may* incur. they elect use standard credit card. even book paid room advance. the desk clerk claim ""all hotel now""...funni i put remot employe o'har hilton busi debit card, i never ask addit funds. have polici one thing, spread blame another. while problem me, someon plan trip dollar dime might encount problem ""policy"" theirs. to knowledge, never sort thing before. (i use credit cards, i money recession. =)) 2) room clean, room accoutr mini bar item price list. the thing label price bottl water (about 600 ml) $7.50. as such, care tray goodies. if water $7.50, imagin snicker bar might cost. 3) our suit bathroom slide door bedroom bathroom appear broken, would move. call front desk result ... nothing. final 9:00 pm i elect anoth look it, seem track. i abl success ""fix"" it, lack respons maintenance, consid rate suite, sad. i rememb hotel much attent responsive. 4) the seem cut lot corner room stock now. overall, i think i skip omni, get business. it seem hilton treat peopl better overall. it' quit sad, i lot good memori omni. i back."
543," under gloss nice building, friendli staff, wild set item minibar, somewhat below-averag hotel. in particular, bed chair least comfort i ever encountered. after two nights, wife i practic crip bed pain. we complain staff immedi offer chanc switch differ room, room furnish identically. the owner omni need stop spend money bath salt room invest basic comforts. i lie floor, tri unkink back, think longingli last red roof inn i visited."
